course_title,url,num_subscribers,difficulty,description,organization
Molecular Biology - Part 2: Transcription and Transposition,https://www.edx.org/course/molecular-biology-part-2-transcription-and-transposition,18168.0,Advanced,"Biology & Life Sciences In Part 2 of this Molecular Biology course, you’ll explore transcription of DNA to RNA, a key part of the central dogma of biology and the first step of gene expression.Did you know that transposable elements, the genetic information that can move from location to location, make up roughly 50 % of the human genome? Did you know that scientists have linked their movement into specific genes to the causes of certain diseases? You’ll also learn how these “jumping genes” work and how scientists study them in Molecular Biology: Transcription and Transposition.Are you ready to go beyond the “what"" of scientific information presented in textbooks and explore how scientists deduce the details of these molecular models?Take a behind-the-scenes look at modern molecular genetics, from the classic experimental events that identified the proteins and elements involved in transcription and transposition to cutting-edge assays that apply the power of genome sequencing. We've designed the problems in this course to build your experimental design and data analysis skills.Let’s explore the limits of our current knowledge about the transcription machinery and mechanisms of transposition. If you are up for the challenge, join us in 7.28.2x Molecular Biology: Transcription and Transposition.",Massachusetts Institute of Technology
"One Planet, One Ocean",https://www.edx.org/course/one-planet-one-ocean,12166.0,Intermediate,"Environmental Studies Is the ocean the real final frontier? Humans have a greater understanding of the surface of the moon than they do of the depths of these waters. But what we know of the ocean proves it hosts a wealth of opportunity – connecting the world; supporting important and basic economic, cultural and environmental functions – despite being under significant threat. Stressed by unsustainable lifestyles and the increasing demands of a growing global population, how do we become good stewards of this massive natural resource? Inthis course,learn from the world's leading experts on ocean science. They will present the issues and potential solutions – grounded in rigorous scientific research – to fight for our endangered waters. This course is for: ",SDG Academy
Reputation Management in a Digital World,https://www.edx.org/course/reputation-management-in-a-digital-world,39672.0,Intermediate,"Communication  In this course, you'll take on the role of a communications manager for a fictional organisation, making key decisions that will affect its online reputation.You will experience:Throughout the course, you’ll learn from real life case studies and gain an understanding of the important role that blogs, Facebook, Twitter, Snapchat and other social platforms play in today’s business world.The digital landscape is fast-paced and continually changing, yet is an equally challenging and exciting environment in which to work. This course is relevant to anyone working in marketing, communications, public relations, social media and advertising.This course is part of the CurtinX MicroMasters Credential in Marketing in a Digital World that is specifically designed to teach the critical skills needed to be successful in this exciting field. In order to qualify for the MicroMasters Credential you will need to earn a Verified Certificate in each of the five courses.You'll learn how to:",Curtin University
Google Ads: publicidad efectiva,https://www.edx.org/course/google-ads-publicidad-efectiva,12084.0,Introductory,"Business & Management En este curso en línea descubrirás cómo incrementar tus ventas con el poder del marketing digital y el uso correcto de la nueva plataforma de Google Ads (plataforma de publicidad digital propiedad de Google).Aprenderás a desarrollar campañas rentables mostrando anuncios en el buscador de Google, en su red de asociados de búsqueda, en más de un millón de portales web, en videos y en aplicaciones (esto se conoce como la red de display de Google) en formatos de texto, imagen o video.En este curso de mercadotecnia aprenderás:El curso de marketing se desarrollará a través de una serie de videos de contenido de alta calidad, tutoriales, desarrollo de ejemplos, casos reales y actividades de aprendizaje que te permitirán poner en práctica todos los conocimientos adquiridos.",Universidad Galileo
Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,https://www.edx.org/course/introduccion-a-la-energia-solar-fotovoltaica-el-mo,14673.0,Intermediate,No description available,Universitat Politècnica de Valencia
Computer Vision Fundamentals with Watson and OpenCV,https://www.edx.org/course/computer-vision-fundamentals,7032.0,Introductory,"Computer Science Computer Vision is one of the most exciting fields in Machine Learning, computer science and AI. It has applications in many industries such as self-driving cars, robotics, augmented reality, face detection in law enforcement agencies.In this intro-level course, you will learn about computer vision and its various applications across many industries. As part of this course, you will utilize Python, Watson AI, and OpenCV to process images and interact with image classification models. You will also build, train, and test your own custom image classifiers.This is a hands-on course and involves several labs and exercises. All the labs will be performed in the Cloud and you will be provided access to a Cloud environment completely free of charge.At the end of the course, you will create your own computer vision web app and deploy it to the Cloud.This course does not require any prior Machine Learning or Computer Vision experience, however, some knowledge of Python programming language is necessary.",IBM
Japanese Business Management,https://www.edx.org/course/japanese-business-management,14852.0,Intermediate,"Business & Management The Japanese economy was once described as the “rising sun,” overcoming all odds to become an economic superpower. In the late 1980s and early 1990s, many of the largest companies in the world with the highest capitalization were Japanese. Often, the key to Japan's success was attributed to its unique business model, strategies and practices. However, Japan no longer enjoys strong growth. Since the infamous “burst of the bubble”, Japanese companies have slipped from dominance and lost their competitive edge to companies in America, China and other regions. Japan's once highly acclaimed business management has been critiqued, judged, and brought into question. Japan is now in a transitional phase. Some companies are cementing their traditional business practices, others are transforming their strategies entirely, while still others are unsure how to adapt to the new times. This course is essential for anyone aiming to be a global leader. Ithelpsthem understand the basics of Japanese business, Japan's rise (including its successes and failures), and allows them to seefuture potential. The course takes a holistic approach. It looks not only at strategy and practices, but also at the entire management ecosystem. It explores factors ranging from socioeconomic to international interventions that helped shape Japanese corporate culture, strategy and vision. This course has been designed to give future leaders the right mindset to be a global leader. Learners study various corporate philosophies and case studies to see firsthand the benefits - and limitations - of Japanese business management.",Waseda University
Introduction to Cloud Computing,https://www.edx.org/course/introduction-to-cloud-computing-6,0.0,Introductory,"Computer Science This course introduces you to the core concepts of cloud computing. You will gain the foundational knowledge required for understanding cloud computing from both business and practitioner perspectives.You will learn about the definition and essential characteristics of cloud computing, its history, emerging trends, and the business case for cloud computing. You also learn about the various cloud service models (IaaS, PaaS, SaaS) and deployment models (Public Cloud, Private Cloud, Hybrid Cloud) and the key components of a cloud architecture (Virtualization, VMs, Storage, Networking, Containers).The course will also familiarize you with emerging trends associated with cloud including, Hybrid Multicloud, Microservices, Serverless, Cloud Native, DevOps, and Application Modernization. You learn about Cloud Security basics and will be introduced to some case studies and career opportunities related to cloud computing.This introduction to cloud computing course from IBM is suitable for anyone who is new to Cloud – whether you just want to understand the Cloud jargon, or are intending to start a career in a Cloud related profession.",IBM
Fundamentos de logística,https://www.edx.org/course/fundamentos-de-la-logistica,7397.0,Introductory,"Engineering ¡La logística es el éxito de una compañía! Aprende qué es la logística y cómo puedes utilizarla para lograr las metas de tu organización. La logística fomenta el uso eficiente de herramientas a lo largo de la cadena de valor, logrando la optimización de procesos como: En este curso en línea podrás tener una visión holística de la logística y transporte en tu organización, la cual te ayudará a entender cómo una empresa puede pensar de manera estratégica gracias a contenidos básicos pero fundamentales. Durante este curso de logística explorarás temas como: procesos de administración, tercerización y proveedores logísticos con actividades de afianzamiento y apropiación que semana a semana le permitirán alcanzar los propósitos formativos de este curso online.",LOGYCA
Sustainable Urban Development,https://www.edx.org/course/sustainable-urban-development,45760.0,Introductory,"Social Sciences Did you know that cities take up less than 3% of the earth’s land surface, but more than 50% of the world’s population live in them? And, cities generate more than 70% of the global emissions? Large cities and their hinterlands (jointly called metropolitan regions ) greatly contribute to global urbanization and sustainability challenges, yet are also key to resolving these same challenges.If you are interested in the challenges of the 21st century metropolitan regions and how these can be solved from within the city and by its inhabitants, then this Sustainable Urban Development course is for you!There are no simple solutions to these grand challenges! Rather the challenges cities face today require a holistic, systemic and transdisciplinary approach that spans different fields of expertise and disciplines such as urban planning, urban design, urban engineering, systems analysis, policy making, social sciences and entrepreneurship.This MOOC is all about this integration of different fields of knowledge within the metropolitan context. The course is set up in a unique matrix format that lets you pursue your line of interest along a specific metropolitan challenge or a specific theme.Because we are all part of the challenges as well as the solutions, we encourage you to participate actively! You will have the opportunity to explore the living conditions in your own city and compare your living environment with that of the global community.You will discover possible solutions for your city’s challenges and what it takes to implement these solutions. Your participation will also contribute to wider research into metropolitan regions as complex systems.We invite you to take the first steps in understanding the principles that will be essential to transform metropolitan regions into just, prosperous and sustainable places to live in!This course forms a part of the educational programme of the Amsterdam Institute for Advanced Metropolitan Solutions and is developed by Wageningen UR and TU Delft, two of the founding universities of AMS Institute.",Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University
Introduction to Biomedical Imaging,https://www.edx.org/course/introduction-to-biomedical-imaging,56485.0,Introductory,"Medicine Imaging technologies form a significant component of the health budgets of all developed economies, and most people need advanced imaging such as MRIs, X-Rays and CT Scans (or CAT Scans) during their life. Many of us are aware of the misinformation sometimes offered in TV dramas, which either exaggerates the benefits or overemphasizes the risks.This medical imaging course provides an introduction to biomedical imaging and modern imaging modalities. The course also covers the basic scientific principals behind each modality, and introduces some of the key applications, from neurological diseases to cancers. This course includes modules specially designed for the general public, whilst also providing some advanced modules which could contribute to professional development in health, engineering and IT industries.Additionally, in the 'advanced' sections in the course you'll learn:",The University of Queensland
Introducción a la programación en Java: empezando a programar,https://www.edx.org/course/introduccion-a-la-programacion-en-java-empezando-a,23321.0,Introductory,"Computer Science Este es un curso introductorio para aprender programación con Java. Java es uno de los lenguajes de programación más usados actualmente.A lo largo de las cinco semanas se introducen progresivamente conceptos necesarios que irán familiarizándote con la programación en Java como la abstracción funcional, el paradigma de programación orientada a objetos (OOP) y las interfaces de programación de aplicaciones (APIs). Se proporcionan ejemplos y casos de estudio para que los alumnos puedan comenzar a programar por su cuenta o en colaboración con sus compañeros.Este curso de Java está compuesto de tres partes:Se pone énfasis en la realimentación inmediata y en tener una experiencia divertida. El conocimiento de programación en Java no sólo es útil para poder programar los dispositivos actuales, como ordenadores y teléfonos inteligentes. También abre la puerta al pensamiento computacional, es decir, la aplicación de técnicas informáticas a los procesos cotidianos.",Universidad Carlos III de Madrid
"Circuits and Electronics 2: Amplification, Speed, and Delay",https://www.edx.org/course/circuits-and-electronics-2-amplification-speed-a-2,9665.0,Intermediate,"Electronics Want to learn how to construct an amplifier for mobile phones? Wondering how energy storage elements like capacitors and inductors work, or how to make microchips run faster? This free circuits course taught by edX CEO and MIT Professor Anant Agarwal and colleagues is for you. This is the second of three online Circuits and Electronics courses and is taken by all MIT Electrical Engineering and Computer Science (EECS) majors. Topics covered include: MOSFET large signal and small signal analysis; amplifiers; energy storage elements like capacitors and inductors; and dynamics of first-order networks and circuit speed. Design and lab exercises are also significant components of the course. Weekly coursework includes interactive video sequences, readings from the textbook, homework, online laboratories, and optional tutorials. The course will also have a final exam. This is a self-paced course, so there are no weekly deadlines. However, all assignments are due when the course ends.",Massachusetts Institute of Technology
China’s Political and Intellectual Foundations: From Sage Kings to Confucius,https://www.edx.org/course/chinas-political-and-intellectual-foundations-fr-2,47083.0,Introductory,"History This course, the first in a comprehensive series on China, introduces you to the history, geography, and culture of the country. Time, space, and identity — enduring issues in Chinese history — are explored. You’ll study China’s early dynasties to understand how physical geography impacted its inhabitants and how the many ethnicities within the country affected Chinese identity. You’ll learn about China’s origins as told in ancient texts and through modern archeology. You’ll explore the first dynasties during the Chinese bronze age, the many facets of Confucianism and his Analects, and the competing schools of thought that followed. New political and moral ideas appear in Chinese culture in this period — ideas that make up the country’s intellectual foundations and still resonate today. Join us to learn about China’s origins and how early concepts in Chinese culture still matter in the 21st century.",Harvard University
Introduction to DevOps and Site Reliability Engineering,https://www.edx.org/course/introduction-to-devops-and-site-reliability-engineering,8697.0,Introductory,"Computer Science As Agile practices started revolutionizing software development, there has been an increasing need to bridge the gap between faster development vs. slower deployment and operational practices. With its modern principles, practices and an array of state-of-the-art automation tools, DevOps provides a path to bring your operations into the Agile manifold, ultimately resulting in faster software delivery, without compromising on quality.As DevOps processes mature, there is a growing need for professionals with expertise in the key practices and tools. DevOps has not only opened up new opportunities for Operations personnel, but also provides them with a logical career progression. There is also an emergence of Site Reliability Engineering as a specific implementation of DevOps. This course has been designed as a first step in the journey of transforming operations into an all round DevOps expert.If you are a manager looking for guidelines on how to start transforming organizations, and understand where to start, this course is for you. If you aspire to make a career in the world of DevOps and Site Reliabilty Engineering, this course is your starting point. Upon completion, you should have a good understanding of the foundation, principles, and practices of DevOps and Site Reliability Engineering.The 2018 Open Source Jobs Report from Dice and the Linux Foundation highlighted the strong popularity of DevOps practices, along with cloud and container technologies. DevOps skills are in high demand, and DevOps jobs are among the highest paid tech jobs. Be at the forefront of revolutionizing technology advancements and of the learning curve. Get the knowledge and skills to understand how to deploy software with confidence, agility and high reliability using modern DevOps and SRE practices.",The Linux Foundation
SQL aplicado en la  ciencia de datos,https://www.edx.org/course/sql-aplicado-en-la-ciencia-de-datos,0.0,Introductory,"Data Analysis & Statistics Gran parte de los datos del mundo viven en bases de datos. SQL (Structured Query Language o lenguaje de consulta estructurado) es un potente lenguaje de programación que se utiliza para comunicarse y extraer varios tipos de datos de las bases de datos. Un conocimiento práctico de bases de datos y SQL es necesario para avanzar como científico de datos o especialista en aprendizaje automático. El propósito de este curso online es presentar conceptos de bases de datos relacionales y ayudarte a aprender y aplicar el conocimiento fundamental del lenguaje SQL. También está destinado a comenzar a realizar el acceso SQL en un entorno de ciencia de datos.El énfasis en este curso está en el aprendizaje práctico y práctico. Como tal, trabajarás con bases de datos reales, herramientas de ciencia de datos reales y conjuntos de datos del mundo real. Crearás una instancia de base de datos en la nube. A través de una serie de laboratorios prácticos, practicarás la creación y ejecución de consultas SQL. También aprenderás cómo acceder a las bases de datos desde los Jupyter notebooks usando SQL y Python.No se requieren conocimientos previos de bases de datos, SQL, Python o programación.● Aprender y aplicar el conocimiento fundamental del lenguaje SQL● Como crear una base de datos en la nube● Como usar patrones de cadenas y rangos para consultar datos● Como ordenar y agrupar datos en conjuntos de resultados y por tipo de datos● Como analizar datos usando Python",IBM
Sign Language Science: Factors Contributing to Nature Structure,https://www.edx.org/course/sign-language-factors-contributing-to-natural-stru,0.0,Introductory,"Language In this course, we will look at how people make sign language work—and to understand this, we have to analyze the actual language. In this course, Professor Ted Supalla will walk you through examples of how alterations within a sign can change its meaning and how this can affect word order in a sentence. This is discussed under the broad term “structure”, because a number of things can influence signed language grammar. Many factors have to be considered, which is why we have to take a layered, cumulative approach here.",Georgetown University
Gender and Intersectionality,https://www.edx.org/course/gender-and-intersectionality,0.0,Introductory,"Humanities Understanding how gender intersects with various cultural and social concepts is not only essential to understanding gender studies as a scientific discipline, it is also an important part of moving through and experiencing the world as a human being. Understanding gender and intersectionality can help us understand ourselves and the world and culture we live in. This course offers an excellent starting point for anyone coming to gender studies for the first time, or for those already in the field who wish to brush up on the basics through a more visual experience. The course will offer different resources in the form of literature, articles, images, audio, websites, and visual texts about gender in many different contexts. Specifically using examples from popular culture, classical literature, and history, this course will teach you how to analyze religious texts and traditions, class divisions, racial inequality, sexualities, and nationalism through a gendered lens. The course is adapted from a semester length undergraduate level course taught at the University of Iceland.By the end of course, you will be able to:",The University of Iceland
Digital Transformation in Business,https://www.edx.org/course/strategic-and-transformational-it-2,10118.0,Advanced,"Business & Management New technologies and “big data” have transformed every facet of business, from accounting to marketing. Technologies like social media, ecommerce platforms, mobile devices, software services, the cloud, artificial intelligence, and the internet of things have created new business processes and products, while displacing and disrupting many others. In order to stay competitive, business leaders need to understand these emerging technologies, assess their inherent opportunities and challenges, and strategically maneuver the organization to maximize the value--and minimize the risk--of digital transformation.This course will help you assess the most critical digital technologies that affect your business sector and how you can leverage them to realize efficiencies. We’ll discuss when and how to appropriately commoditize the data these technologies produce and ultimately, how the strategic deployment of technology can transform an organization.","The University of Maryland, College Park-University System of Maryland"
Designing and Creating Trousers,https://www.edx.org/course/designing-and-creating-trousers,7544.0,Introductory,"Design Designing and creating trousers will teach learners how to design and make trousers for men and women, by recording key body measurements, developing the ability to create unique designs, and made to measure patterns to create unique garments. Learners will understand how to record body measurements used to create trousers for men and women, and develop the knowledge and skills to adapt the basic blocks into unique designs, with activities to create different waistbands, pockets, openings, and different trouser shapes and designs. Learners will develop the skills to create trouser patterns, and adapt patterns into individual designs; creating specification sheets for commercial patterns and manufacturing. With tutorials in pattern making and sewing techniques, learners will develop the skills to hand or machine sew garments to fit their own body shape, developing the skills and knowledge to manufacture clothing, including fit analysis, and adjusting the fit of clothing to specific body shapes and size. Gaining valuable knowledge in the art of made to measure clothing, and how to obtain a perfect fit of a garment. The skills obtained from the technical creation side of the course will give learners the understanding of garment details and components, and provide the foundation to design a whole range of different trouser designs, leg lengths, widths, pocket styles and fabrics used in different casual and tailored looks. This course will prepare learners for a career within the fashion industry, gaining a foundation of knowledge to complete an undergraduate programme, or work within the fashion industry as a designer, pattern cutter, merchandiser or fit technologist. They will understand how to make patterns, sew garments, fit to a person and design skills in creating trousers to specific body shapes. The knowledge and skills obtained in this course will provide a foundation of core abilities, which are used within the fashion industry.",The Hong Kong Polytechnic University
Introducción a la teoría política: conceptos y grandes pensadores,https://www.edx.org/course/introduccion-a-la-teoria-politica-conceptos-y-gran,11741.0,Introductory,"Social Sciences This course is part of the IPSAMOOC project, a joint venture Federica Weblearning - IPSA, the International Political Science AssociationEl objetivo de este curso de ciencias politicas es la presentacion de la historia de la teoria politica desde sus comienzos con Platon hasta la obra de Jurgen Habermas. Este curso online expone, por tanto, las teorias de los principales autores del canon tradicional de la teoria politica y se vale de ellos para explicar la aparicion y el desarrollo de los conceptos politicos centrales a lo largo de la historia. Para poder hacerlo con eficacia, algunos de nuestros modulos se centran sobre los factores contextuales, aportan una sintesis de los principales periodos y abordan los problemas derivados de las posibles interpretaciones de los diferentes autores, asi como el valor politico actual de sus teorias. En lo relativo a la metodologia y el enfoque adoptado, el cursosobre pensamientos politicos aspira a ser simple y directo, dinamico y entretenido. No se busca a una exposicion comprehensiva, sino a presentar los rasgos principales de las teorias y como conectan unas con otras. Este curso en lineapuede ser usado como apoyo de aprendizaje para estudiantes de ciencias politicas, sociologia y humanidades, pero puede ser tambien de gran interes para cualquier ciudadano interesado en temas politicos.",Università degli Studi di Napoli Federico II
"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion",https://www.edx.org/course/human-rights-human-wrongs-challenging-poverty-vuln,11426.0,Intermediate,"Social Sciences From women to children to indigenous peoples, the rights of marginalized groups the world over are violated daily. These injustices affect not just these groups, but also the stability of our world – and our collective future. Join this massive open online course to learn about the establishment of human rights and their linkages to many other global issues in sustainable development. Using legal frameworks as the lens, the course explores the barriers that prevent rights from becoming reality in different societies. This course is for:",SDG Academy
Industry 4.0: How to Revolutionize your Business,https://www.edx.org/course/industry-40-how-to-revolutionize-your-business,28404.0,Introductory,"Business & Management We have witnessed the power of mechanization in the early nineteen century, automation in the seventies, information and the internet in the last decades. But now, the adaptation of connected intelligence into the business and social fabrics is advancing at an astonishing speed, which will completely change the way we conduct business. In this course,we will discuss changes/predictions we forsee in the future, such as: This course will explain how these changes will be brought about by the extensive use of digital intelligence, which will be available on mobile, internet, and pervasive computing as homes, offices and factories become a well knitted cyber-physical system. Enabling tools such as Cloud Computing, Big Data, Internet of Things and Cyber Physical Systems are introduced. Automation, intelligence and collaborations are also discussed with particular reference to smart manufacturing, smart products/services and smart cities, and their opportunities and challenges. This is not a technical course; instead part of the focus is on organizational readiness, skills gaps and competencies for knowledge workers to fully leverage the power of Industry 4.0. Suitable for learners from all disciplines and interested in the mega changes to our society.",The Hong Kong Polytechnic University
Desafíos y oportunidades en la economía digital,https://www.edx.org/course/desafios-y-oportunidades-en-la-economia-digital-2,47792.0,Introductory,"Economics & Finance Las nuevas tecnologías - desde los computadores y los smartphones hasta el ""IoT"" o Internet de las cosas, la nube y el blockchain - han pasado a dominar nuestro entorno inmediato y han generado una verdadera cuarta revolución industrial. Desde el hogar hasta el trabajo, ciudadanos, gobiernos y empresas se ven enfrentados a preguntas inquietantes: ¿cómo puede un gobierno aprovechar los avances tecnológicos para lograr una mejor relación con sus ciudadanos? ¿Que oportunidades generan estas nuevas tecnologías para las empresas? ¿Que habilidades necesitan hoy los ciudadanos para sobrevivir en este contexto? Y, tal vez, la pregunta mas crucial: ¿están América Latina y el Caribe preparados para tomar ventaja de esta nueva era digital?Si buscas responder a estas preguntas y otras, ¡este curso es un buen punto de partida para ti!Con el curso ""Desafios y oportunidades en la economía digital"", comprenderás que tecnologías han catalizado la cuarta revolución industrial y por que han llegado a ser tan prominentes. Hablaremos sobre la importancia de aprovechar el Big Data y sobre cual es su utilidad en el monitoreo y evaluacion de políticas públicas y generación de valor. Una vez que tengas esta información de base, examinaremos brevemente el impacto de la tecnología en las empresas y en los gobiernos: veremos ejemplos prácticos reales de paises de América Latina y empresas que han conseguido tornar este nuevo contexto tecnológico a su favor e interesantes lecciones aprendidas a tomar en cuenta.El curso te sorprenderá con videos animados, videos con presentadores y lecturas; con los que lograrás una mejor comprensión de los temas planteados. Tambien por supuesto, incorporaremos actividades evaluadas para que puedas incorporar lo aprendido.El desarrollo de este curso se enmarca en el objetivo global del BID de impulsar y apoyar a los gobiernos de América Latina y el Caribe en la definición e implementación de acciones de política pública digitales dirigida a la participación activa de las personas, empresas e instituciones en el nuevo ecosistema economico y social.La revolucion digital ya ha comenzado. ¿Te unes? Se parte de esta nueva era. ¡Te esperamos!Por último, la modalidad de este curso es ""a tu propio ritmo (self-paced)"". Esto significa que, si escoges pagar por el certificado verificado, tendras la flexibilidad de tomar el curso durante un máximo aproximado de tres meses.Al final de ""Desafios y oportunidades en la economía digital"", seras capaz de:",Inter-American Development Bank
Pensamiento crítico: toma de decisiones razonadas,https://www.edx.org/course/pensamiento-critico-toma-de-decisiones-razonadas,16853.0,Introductory,"Business & Management Tomar decisiones en el mundo de hoy, un mundo en creciente complejidad, con amplios cambios e incertidumbre, crea la necesidad de contar con aproximaciones que nos permitan discernir los verdaderos problemas y las causas que los originan. Identificar cuáles son estos problemas, requiere en la mayoría de los casos, retar las suposiciones en las que basamos nuestros juicios, respecto al mundo y sus realidades. Podríamos definir el pensamiento crítico, como “ese modo de pensar- sobre cualquier tema, contenido o problema- en el cual el pensante mejora la calidad de su pensamiento al apoderarse de las estructuras inherentes del acto de pensar y al someterlas a estándares intelectuales”. El pensamiento critico ayuda en la toma de decisiones en una empresa, en la selección de la mejor acción para la organización. En este curso de pensamiento critico el estudiante aprenderá a conocer sus tendencias, aproximaciones y suposiciones en las que se basan sus reflexiones y las condiciones y sus resultados derivados de sus formas de pensar. Este pensamiento reflexivo es el examen activo, cuidadoso y persistente, de toda creencia a la luz de los fundamentos que la sostiene y las conclusiones a las que tiende. Las decisiones razonadas que requiere el mundo, se dan en muy diversos ámbitos, especialmente en las decisiones de negocio, relacionadas con las estrategias, en la solución de problemas en las organizaciones, en la solución de problemas sociales y la responsabilidad social y ética de las corporaciones. En este curso en línea las aproximaciones estarán orientadas a analizar el pensamiento crítico requerido para estos ámbitos",Tecnológico de Monterrey
"MathTrackX: Polynomials, Functions and Graphs",https://www.edx.org/course/mathtrackx-polynomials-functions-and-graphs,0.0,Introductory,"Math This course is part one of the MathTrackX XSeries Program which has been designed to provide you with a solid foundation in mathematical fundamentals and how they can be applied in the real world.This course will lay down the foundations of basic mathematical vocabulary and play a role in communicating key concepts throughout the MathTrackX Program. A central concept underpinning this course is the mathematical concept of function. Functions occur throughout mathematics and an understanding of them is essential.Guided by experts from the School of Mathematics and the Maths Learning Centre at the University of Adelaide, this course will introduce functions, the algebra of numbers & polynomials and sets of numbers and intervals of the real number line.Join us as we provide opportunities to develop your skills and confidence in these mathematical functions.",University of Adelaide
Sustainable Food Security: Crop Production,https://www.edx.org/course/sustainable-food-security-crop-production,35367.0,Intermediate,"Biology & Life Sciences Crop production: learn about agriculture and food production for the futureHow much food will be available for humankind in the future? Feeding nine billion people in 2050 without exhausting the planetary reserves is perhaps the greatest challenge humanity has ever faced.In this course of the XSeries in environmental studies, you will examine the principles of crop production. You will learn about the ‘availability pillar’ of global food security that lies at the heart of food production, applicable to both crops and animal production. This course will discuss why yields in some parts of the world are lagging behind and identify the agro-ecological drivers that shape the broad diversity of production systems. Also, key issues relating to the closing of yield gaps and the difference in visions of sustainability will be explored.Systems-based approach at Wageningen UniversityThe University of Wageningen offers an excellent combination of conducting research worldwide and educating in the area of ‘healthy food and living environment’. Through its unique systems-based approach to food systems, the institute adds the phase of primary production to the broad context of global food security.This is why you should sign upIf you want to enrich your views and action perspectives related to global food security and food systems, you can sign up as a:After successful completion of both practice and graded questions related to this course, you will:A verified edX certificate provides proof for an employer, school, or other institution that you have successfully completed this online course.In this course, you will learn about crop production from professor Ken E. Giller: ",Wageningen University & Research
Network and Security Foundations,https://www.edx.org/course/network-security-foundations,7301.0,Introductory,"Computer Science As computer systems become smaller, cheaper, and more readily accessible, it seems everyone is connected at the touch of a button. Organizations struggle to remain efficient as they manage growing numbers of single-user computer systems. These systems require interconnectivity to exchange data, share resources, and access more powerful computers for tasks too complicated for local computers to process. All of these activities require computing devices to access multiple networks. This course introduces networks such as the local area network (LAN), the enterprise network, the campus area network (CAN), the metropolitan area network (MAN), metro Ethernet, the personal area network (PAN), the virtual private network (VPN), and the wide area network (WAN).
The course discusses the essentials for implementing modern computer networks. Each lesson goes through the various networking technologies. The course introduces the concepts and practices associated with network security vulnerabilities, threats, risk mitigation, and the policies and procedures associated with security management.In this course, you will learn about the following concepts: ",Western Governors University
Cannabis Cultivation and Processing,https://www.edx.org/course/cannabis-cultivation-and-processing,7419.0,Introductory,"Environmental Studies This course will cover topics related to breeding, growing, and processing cannabis. Cultivation conditions, plant needs like lighting, care schedules, drying, and curing will be discussed. Learners will survey the basics of cannabis extraction, refinement, purification, and other post-harvesting techniques.",Doane University
"Data, Models and Decisions in Business Analytics",https://www.edx.org/course/data-models-and-decisions-in-business-analytics,36289.0,Advanced,"Business & Management In today’s world, managerial decisions are increasingly based on data-driven models and analysis using statistical and optimization methods that have dramatically changed the way businesses operate in most domains including service operations, marketing, transportation, and finance.The main objectives of this course are the following:Topics covered include probability, statistics, regression, stochastic modeling, and linear, nonlinear and discrete optimization.Most of the topics will be presented in the context of practical business applications to illustrate its usefulness in practice.",Columbia University
Data Structures Fundamentals,https://www.edx.org/course/data-structures-fundamentals,42381.0,Intermediate,"Computer Science A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, part of the Algorithms and Data Structures MicroMasters program, we consider the common data structures that are used in various computational problems. You will learn how these data structures are implemented in different programming languages and will practice implementing them in our programming assignments. This will help you to understand what is going on inside a particular built-in implementation of a data structure and what to expect from it. You will also learn typical use cases for these data structures.A few examples of questions that we are going to cover in this course are:We look forward to seeing you in this course! We know it will make you a better programmer.","The University of California, San Diego"
Shaping Work of the Future,https://www.edx.org/course/shaping-work-of-the-future,22246.0,Introductory,"Business & Management Are you concerned about the impact of new technologies will have on the workforce? Are you interested in what you can do to build a better work for yourself and the next generation? If we take the right actions, we can shape the future of work in ways that meet the needs of workers, families, and their economies and societies. To do so, we first have to understand how work is changing, how firms can prosper and support good jobs and careers, and how to update the policies, institutions, and practices governing the world of work. The goal of this course is to understand the relationship between new technologies, work and society and develop plans of action for improving the job and career opportunities for today and tomorrow's workforce. We'll start by looking at the challenges we face today and in the near future in regards to globalization and technology change, as well as the unique opportunities that they present. Then we will take a deep dive into the history of work and employment to understand how the it affects us today, as well as to look at solutions that worked well in response to similar problems. We'll look at the impact advances in technology are having across industries, and the ways in which these technologies are transforming the nature of human work and skills needed. We will explore ways in which we as a society can and should shape and catalyze these new technologies to complement and augment human work, rather than replace it. We'll also take you on a personal journey, where you will learn what employers expect in today's world of work--the skills, flexibility, and knowledge that are crucial for success in the contemporary workplace. We'll examine what has to happen in order for employers, workers, governments, and educators to come together to forge new policies, rules, and understandings for governing the world of work in the 21st century, and together as a class forge a new social contract of work as well as a personal action plan to implement it. Many colleagues and groups around the world share our deep concern for these issues and are studying how to address them in their specific settings. We invite each of you to join us and to share your insights and ideas about how we can make work, work better for all in the years ahead. In this spirit we will draw on our own expert group here--ourMIT Task Force on Work of the Future. Together we can make a difference for the next generation workforce, our economies, and our societies.",Massachusetts Institute of Technology
